Year,Wine ID,User Rating,Note,CreatedAt,Winery,Wine,Rating,num_review,price,language
2019,1139508,3.7,"3.7 Nose is prunes cherry jam and tobacco. Full bodied with fine tannins and notes of cocoa, coffee and vanilla on the long and savoury finish.",2022-09-13T04:46:55.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6,en
2019,1139508,4.0,This is a screaming deal. Dense black fruits. Licorice and serious depth. Had it slightly chilled with a steak at la Manduca in Madrid. Terrific all around.,2018-12-04T21:19:53.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6,en
2019,1139508,4.0,"Great value. 

Thick, full-bodied, energetic. 

Tannic, cask. A bit astringent. Red berries, red plums. Cloves and cinnamon. 

Great for meat and stews. ",2021-10-27T04:26:00.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6,en
2019,1139508,4.0,"Blackcurrant, dark plum, vanilla, cinnamon, star anise, vanilla. Bold intensity, high acidy and long finish. Much-needed after a busy work trip! ",2019-11-12T15:30:39.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6,en
2019,1139508,4.0,Aldo my opinion is that this one is little less special than 2016. Dark red wine. Hinds of oak plum licorice red fruit cassis pepper smoke. Medium sweetness acidity body tannic. Long finish.,2021-02-07T19:31:18.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6,en
2019,1139508,4.0,"Medium body, excellent fruit base with structure and noticeable tannins ",2019-04-13T20:06:30.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6,en
2019,1139508,4.0,"Oak, black currant and cherry",2021-12-10T19:12:10.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6,en
2019,1139508,4.0,"A dense, dark, expressive full bodied wine showing intense ripe cherry, rosemary, thyme and vanilla. 
15% vol is well balanced by good acidity and velvet tannins. Although the balance is good, it is still a heavyweight wine. 
Nice surprise from the Port House At Home Dublin menu. ",2021-03-21T18:44:07.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6,en
2019,1139508,4.0,"cost efficiency is considerably high. Strongly recommended as a daily wine which has a great “marriage” with typical food and snack such as cheese, nuts and chocolate.",2021-01-21T10:32:23.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6,en
2019,1139508,4.0,"Deep red colour and aromas of red fruit, some prunes and tobacco.
Notes are solid with plum, blackcurrant, cassis, jam, oak and vanilla.
Med tannins and plesant fruity aftertaste.",2020-01-02T17:34:47.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6,en
2019,1139508,4.0,"Maturity on the nose, deep Rioja. Good palate of mature plums. Good wine with depth and mature fruit.",2013-11-29T18:51:18.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6,en
2019,1139508,4.0,"A dry red from Navarre, notes of plum, pepper and spice ",2020-02-13T20:00:10.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6,en
2019,1139508,4.0,Bold but balanced wine from Navarre,2021-01-21T17:01:29.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6,en
2019,1139508,4.0,"Very nice wine. Well integrated.
Nice with pepper steak.",2022-04-12T15:20:03.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6,en
2019,1139508,4.0,Beautiful color. On the nose lots of cherry and plum and also on the mouth. Drink now. Surprising Navarra wine.,2020-04-20T11:40:37.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6,en
2019,1139508,3.0,Well balanced blend from Innurieta! Fruity hints of plum black fruit red fruit cassis cherry  some oak hints  vanilla chocolate. Well bodied and medium finish,2021-05-24T09:31:44.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6,en
2019,1139508,4.0,"very nice berry flavours , smooth aromas and still a bit of tannins ",2020-07-07T21:55:09.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6,en
2019,1139508,4.0,Oak and spice,2019-01-12T15:27:30.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6,en
2019,1139508,4.0,Great with tapas,2019-10-13T15:33:46.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6,en
2019,1139508,4.0,murrico,2020-05-19T15:56:27.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6,en
2019,1139508,3.0,"My first try of this winery, hard body, sweat taste ob blackberry and raspberry, medium acidity for this entry level wine. Dark ruby color, a good QPR for 7€ wine. Drink and enjoy.",2021-12-13T20:28:34.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6,en
2019,1139508,4.0,"Very good wine table and great blend you should try if you are in Navarra Spain) 42% Cabernet Sauvignon, 19% Garnacha, 18% Graciano, 12% Syrah y 9% Merlot",2021-10-29T02:58:26.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6,en
2019,1139508,4.1,"Oak, vanilla, smoke, tobacco, blackberry. Great",2022-04-26T19:56:14.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6,en
